id,tweet,replies_count,retweets_count,likes_count,datetime,dog_name,rating_numerator,rating_denominator,dog_stage,breed_prediction
1364971588098027521,This is Mya. She’s been learning to sing the Star Wars theme song. Finally got it at the end there. 14/10  https://t.co/8YkixSE6XS,1132,19838,133746,2021-02-25 19:12:41-03:00,Mya,14,10,,golden_retriever
1364747733471432707,This is Wrigley. He’s steppin out for a bit if you guys need anything. Tired of nobody seeing his fits. 13/10  https://t.co/iDXjQkYI0D,451,6351,77231,2021-02-25 04:23:10-03:00,Wrigley,13,10,,Border_collie
1364377622130565121,This is Burger. He thinks he’s invisible. Would’ve pulled it off if it weren’t for his wiggles. 13/10 still very sneaky  https://t.co/wqrYkP9JrE,533,8115,81320,2021-02-24 03:52:28-03:00,Burger,13,10,,Border_collie
1364259886767345666,This is Tonkey. She has @trupanion medical insurance. The only thing it hasn’t protected her from over the years... is bath time. 14/10 #partner  https://t.co/c5H4Voqj34,469,4829,66806,2021-02-23 20:04:38-03:00,Tonkey,14,10,,malamute
1363903646027583488,This is Calvin. He was the ring bearer for his human’s wedding. Was a little nervous but did a phenomenal job. 14/10 no objections  https://t.co/eRGxY737i1,822,13135,149741,2021-02-22 20:29:03-03:00,Calvin,14,10,,golden_retriever
1363228497217417218,This is Kip. He was adopted at 10 years old and just turned 14 last month. Lost all his teeth so his tongue just kinda does what it wants. Hopes that’s okay. 14/10 #SeniorPupSaturday  https://t.co/XZJeR6WoPb,1180,6708,95193,2021-02-20 23:46:15-03:00,Kip,14,10,,Chihuahua
1362819723734315008,"Peyton is back to let you guys know she has an adoption appointment today! She’s very excited and will be on her best behavior. As a special Friday fundraiser, you can help EVERY organization we featured on Wednesday by clicking below. 14/10 for all   https://t.co/eZ4KwbofM7  https://t.co/3wYgEwemAo",297,2074,37723,2021-02-19 20:41:56-03:00,,14,10,,bluetick
1362452935385382917,"This is Jay. He thought he would grow into his ears, but they also kept growing. Not sure what to do now. 13/10 (IG: jaylongears)  https://t.co/4oY40WYJYj",647,7487,111234,2021-02-18 20:24:27-03:00,Jay,13,10,,basset
1362205507759443968,"This is Peyton. She’s available for adoption through @LostOurHome in Tempe, Arizona. She’s a super smiley girl who does well with other pups! And you can invite her to be a part of your family by clicking the link below. 13/10 #TrupanionPartner   https://t.co/qrUOwsGZSe  https://t.co/kcT87v7H6l",70,1536,18033,2021-02-18 04:01:16-03:00,Peyton,13,10,,bluetick
1362190162797600768,This is Snowelle. She’s our Canadian pup of the day! Available through @ManitobaMutts. Would like to know when it’s going to be her turn to play Mario Brothers. You can adopt Snowelle by clicking the link below. 13/10 #TrupanionPartner   https://t.co/VmoBQbpnPL  https://t.co/NpUmAG4zMX,68,1049,13048,2021-02-18 03:00:17-03:00,Snowelle,13,10,,Labrador_retriever
1362175150930624517,This is Mint. She’s adoptable from @Muttville Senior Dog Rescue in San Fransisco. She holds the world record for tinniest crossed paws and would love a home to call her own. You can give her one by clicking below. 13/10 #TrupanionPartner   https://t.co/kH3Q14gAd5  https://t.co/nOZ2cfUua1,79,1058,13021,2021-02-18 02:00:38-03:00,Mint,13,10,,Chihuahua
1362160002811629572,"This is Mogwai. She’s been with @kcpetproject since last June. Her foster home discovered she really likes pajamas, so all potential adopters please jot that down. You can learn all about Mogwai by clicking the link below. 13/10 #TrupanionPartner   https://t.co/BqdST0mOUS  https://t.co/0IxbSeTyp7",116,1871,19752,2021-02-18 01:00:27-03:00,Mogwai,13,10,,American_Staffordshire_terrier
1362144839714836481,"This is Beans. He’s available for adoption through @doggoneseattle. He asked if showing a little tongue would increase his chances of finding a home, and we said yes tbh it probably will. You can apply to adopt Beans below. 13/10 #TrupanionPartner   https://t.co/5BAU8GzU71  https://t.co/kPF35Ez7Sk",101,1360,15646,2021-02-18 00:00:11-03:00,Bean,13,10,,Labrador_retriever
1362129783916662785,"This is Aubrey. She’s searching for her perfect someone with the help of Companion Animal Alliance in Baton Rouge, Louisiana. I’m told she’s the “loneliest heart in the shelter” and you can apply to fix that and be her human below. 13/10 #TrupanionPartner   https://t.co/eOy21leqB6  https://t.co/qmPIb8Flor",60,1286,12556,2021-02-17 23:00:22-03:00,Aubrey,13,10,,Labrador_retriever
1362114676075552770,This is Champ. He’s pup for adoption through Wags and Walks in Nashville. His ideal human likes snuggling and that’s a nonnegotiable. He does well will other pups and you can apply to adopt him below. 13/10 #TrupanionPartner   https://t.co/9q6EiuZq21  https://t.co/7HWEEfsP8z,85,1465,17820,2021-02-17 22:00:20-03:00,Champ,13,10,,miniature_pinscher
1362099715303596032,"This is Queenie. She came to @BuffaloCARES back in November with her four puppies. All her pups have found loving homes, and now it’s her turn. You can apply to adopt Queenie by clicking below. 13/10 #TrupanionPartner   https://t.co/75jBGzFzye  https://t.co/gkrqzOS4uN",55,1260,13286,2021-02-17 21:00:53-03:00,Queenie,13,10,,French_bulldog
1362084549170094082,"This is Sheba, an Australian Shepherd mix available through @heavencanwaitlv in Las Vegas. She needs a patient human who will continue her training. Also, she can make her ears disappear. You can learn more about her below. 13/10 #TrupanionPartner    https://t.co/3mlmwLM7uk  https://t.co/5jV9NFptRc",24,1083,13056,2021-02-17 20:00:37-03:00,Sheba,13,10,,golden_retriever
1362069386895400962,"This is Daenerys. She’s currently available through @AustinDogRescue. She loves sunshine and sprinklers, and yes, she does have a few dragon friends she’ll introduce you to if you’re lucky. You can apply to adopt Dany below. 13/10 #TrupanionPartner   https://t.co/q4LjPUhfzt  https://t.co/tZWEC28gQW",86,1478,15527,2021-02-17 19:00:22-03:00,Daenerys,13,10,,French_bulldog
1361494023303651329,This is Doc. He wants to be a beekeeper. Definitely didn’t get stuck going through the trash. 13/10 dream big buddy  https://t.co/KHWsFpADVj,399,8894,118139,2021-02-16 04:54:05-03:00,Doc,13,10,,golden_retriever
1361359672804974606,This is Stan. He’s very serious about you having a good day. Any pawblems just send them his way. He’ll take care of it. 12/10 thank you Stan  https://t.co/T51XBdgJy2,1021,8826,121609,2021-02-15 20:00:13-03:00,Stan,12,10,,miniature_schnauzer
1360353987967426564,"This is Lola. She was recently diagnosed with bone cancer in her leg. Thankfully, it hadn’t spread far and an amputation saved her. We’ve covered the remaining cost of her care. Please consider getting pet health insurance. It’s best to be puppared. 13/10  https://t.co/GFcaTEgTBa",144,1687,26504,2021-02-13 01:23:59-03:00,Lola,13,10,,miniature_pinscher
1360287006450798592,"This is Shanel. She has lymphoma cancer. Her chemotherapy is working great, but she’s only halfway through her treatments and cannot afford to complete them. Her little sister Sweda really wants her to beat this, and you can help her do it below. 13/10    https://t.co/55HFW9shv7  https://t.co/pPxBn4r337",142,2550,23144,2021-02-12 20:57:49-03:00,Shanel,13,10,,golden_retriever
1359679958361075712,"This is Sky. He hopes you had a good Wednesday. If not, maybe his Sid the Sloth impression will help. 13/10  https://t.co/5gyV0UZpsI",588,8075,103077,2021-02-11 04:45:38-03:00,Sky,13,10,,Border_collie
1359567521205035009,"This is Sugar and Ellie. Sugar was a WWE superstar in a past life, and Ellie has learned to just accept this. 13/10 for both  https://t.co/lnJaR5neqp",1633,26836,165976,2021-02-10 21:18:51-03:00,Ellie,13,10,,
1359314491775754246,"This is Fanny. She has a rare skin condition called vitiligo, causing her hair to depigment. 14/10 would be an honor to pet (IG: fannyasfresh)  https://t.co/ISh9MwRuvv",1046,12360,142941,2021-02-10 04:33:24-03:00,Fanny,14,10,,Australian_Shepherd
1359206450606706688,"This is Lewis. He’s had health insurance with @Trupanion since he was a puppy. Wanted to help everyone understand exactly how it works, so he helped write an article about it below. 13/10 #partner   https://t.co/64YpMEXqZz  https://t.co/igxsZQERRC",113,1539,27275,2021-02-09 21:24:05-03:00,Lewis,13,10,,golden_retriever
1358956405047234561,This is Grendel. He was wondering if you’d like a strawberry. He has extras so it’s really no pawblem. 13/10 berry nice of him  https://t.co/rh0EvP0u28,349,5639,97129,2021-02-09 04:50:29-03:00,Grendel,13,10,,Labrador_retriever
1357801528342450176,"This is Koda. She was hit by a car last week. Had some internal bleeding, but is doing much better now. Only a little pupset she can’t play while she heals. We’ve covered the remaining cost of her care. Please consider getting pet health insurance. It’s best to be puppared. 13/10  https://t.co/q08bWZn0QM",194,1920,32140,2021-02-06 00:21:25-03:00,Koda,13,10,,chinese_rural_dog
1357747271220174848,"This is Chloe. She has a degenerative disease called Laryngeal Paralysis Polyneuropothy. A tie-back surgery last year gave her a lot of comfort, but some regurgitation issues have returned. You can read her story and help her afford treatment below. 13/10   https://t.co/0olgKbfYVN  https://t.co/ohtzpXRDeq",83,1673,22175,2021-02-05 20:45:49-03:00,Chloe,13,10,,Labrador_retriever
1357412785995407360,"This is Paul. He’s a retired racing greyhound from Florida. Just moved to Philly with his new family and is still adjusting to the concept of winter. 14/10 we believe in you, Paul  https://t.co/Fl54TACrNe",1344,7104,77024,2021-02-04 22:36:42-03:00,Paul,14,10,,
1357147774039457792,This is Lucy Lu. She was denied the opportunity to present her case against bath time. A true injustice. 12/10 would represent her pro bone-o next time  https://t.co/eAt98Ge3Vx,379,6130,81607,2021-02-04 05:03:38-03:00,Lucy Lu,12,10,,Australian_Shepherd
1357015654847574016,This is Pearl. She can hear a caterpillar hiccup from over a mile away. Happens more than you’d think. 13/10  https://t.co/S7A2JDLxOf,494,5331,88200,2021-02-03 20:18:38-03:00,Pearl,13,10,,Doberman
1356785542541701122,"This is Gen, the happiest corgi in the world. He’s been blessing us with his facial expressions for years, and it’s about time we honor his magnificence. 14/10 (IG: genthecorgi)  https://t.co/zZYe0zTr9n",887,24410,149332,2021-02-03 05:04:15-03:00,Gen,14,10,,Cardigan
1356649832434159616,"This is Kiba. He just turned 2, and in his first couple years he’s had a few health scares. Thankfully, his healthcare is covered by @Trupanion, so he can go on all his snowy adventures with peace of mind. 13/10 #TrupanionTails #partner  https://t.co/gswpJ5yFhc",262,2084,37095,2021-02-02 20:05:00-03:00,Kiba,13,10,,Tibetan_mastiff
1356421067871379460,"This is Wilber. He’s the new sheruff in town. Even has a badge to prove it. Will not be enforcing any laws, only wanted the job for the hat. 12/10  https://t.co/X9oYRKWcby",442,7154,92737,2021-02-02 04:55:58-03:00,Wilber,12,10,,golden_retriever
1356295882040172545,This is Stella. She just unlocked a new fear: inside squirrels. Not sure why nobody else is concerned. 13/10 someone hold her  https://t.co/9ugHkJoWT2,1191,16932,141137,2021-02-01 20:38:31-03:00,Stella,13,10,,
1355594089253617664,This is Bear. His house is between a baseball field and some tennis courts. He brings a few abandoned balls home every day. After rigorous quality control he takes them all to the dog park for others to play with. Then he starts his collection anew. 14/10 #SeniorPupSaturday  https://t.co/vTkzTFpvnG,650,9778,98717,2021-01-30 22:09:51-03:00,Bear,14,10,,malamute
1355277325324087298,This is Cherry. She broke her leg chasing a rabbit last weekend. Claims the rabbit started it and she was simply defending her honor. We’ve covered the remaining cost of her surgery. Do us a favor and consider getting pet health insurance. It’s best to be puppared. 12/10  https://t.co/JczIn5S1Wk,241,2512,39010,2021-01-30 01:11:08-03:00,Cherry,12,10,,Shiba_Dog
1355211211252531202,"This is Smidgen. She was rescued from a backyard breeder. During her first vet visit, an echocardiogram revealed two heart conditions. Either could send her into cardiac arrest at any moment. You can help her get the surgery to fix them both below. 13/10   https://t.co/vt64dxs0sm  https://t.co/FlNpEp3mIS",129,2639,25512,2021-01-29 20:48:26-03:00,Smidgen,13,10,,Staffordshire_bullterrier
1354601421706915842,This is Biscotti. He had a very good day. Exited GME at $360 and will continue to ride AMC to the h*ckin moon. 12/10 fell asleep telling his toys all about it  https://t.co/wHp5AbkgJT,370,5283,78104,2021-01-28 04:25:20-03:00,Biscotti,12,10,,golden_retriever
1354151840967876608,"Meet Squints and Smalls. They are future guide dogs. Squints isn’t sure what he’s gotten himself into, but Smalls is h*ckin ready. 13/10 for both  https://t.co/Uqs2Cp4NUg",559,10090,115278,2021-01-26 22:38:52-03:00,,13,10,,Labrador_retriever
1353756055117864965,This is Leia. She turned a squeaker toy into a nose flute and would like to play a few notes for you. She’s still learning so please be nice. 14/10  https://t.co/dUc493g6M3,2348,46208,242536,2021-01-25 20:26:09-03:00,Leia,14,10,,
1353030002208428032,This is Tucker. He’s the world’s leading snow taster. Seen here making sure this snow is pup to par. 14/10 #SeniorPupSaturday  https://t.co/CBCcNurbjE,512,8004,81011,2021-01-23 20:21:05-03:00,Tucker,14,10,,
1352697592497332224,"This is Pinky. She was diagnosed with lymphoma cancer last year, but was in total remission after her first round of chemo. Sadly, only a few healthy months later, the cancer is back. She’s bravely going to fight it again and you can help her below. 13/10   https://t.co/3Ii3GgCAG4  https://t.co/6VDXLOWxYe",178,2848,36049,2021-01-22 22:20:12-03:00,Pinky,13,10,,Siberian_husky
1352310555126636546,"This is Maggie. She’s not sure what your fortune says, but if it’s a good one she really hopes it comes true. 13/10 I think it did  https://t.co/RK9OKysUXH",219,6953,91610,2021-01-21 20:42:15-03:00,Maggie,13,10,,Labrador_retriever
1351701521239404545,"This is Aspen. She’s visiting a friend’s house for dinner, but after seeing the rug she thinks it’s time to leave. 13/10 would start the car  https://t.co/vpxLO4Bly3",726,10633,121340,2021-01-20 04:22:10-03:00,Aspen,13,10,,Weimaraner
1351212596632969219,This is Enzo. His bed got a new squeaker feature. Must’ve come with the latest pupdate. 13/10 very exciting  https://t.co/I9y6TGNCH1,1035,21057,153871,2021-01-18 19:59:22-03:00,Enzo,13,10,,
1350159975713181696,"This is Max. He was born with a deformity of his paw, making his front right leg shorter than the rest. Surgery is his best option for a pain-free life. He wants to be the best service pup he can be for his human, and you can help him do that below. 13/10   https://t.co/0bryB3FLAf  https://t.co/BZI0dan6NU",145,2551,29830,2021-01-15 22:16:37-03:00,Max,13,10,,Labrador_retriever
1349897139866910721,"This is Oliver. He was given a very little ice cream cone today, which is okay because he is also very little. 12/10  https://t.co/JRB4nQTX4g",712,10946,113082,2021-01-15 04:52:12-03:00,Oliver,12,10,,malinois
1349770556673953792,This is Bishop. He stops by occasionally to ask again if you’d like to invest in his craft brewery. He just needs a little boost to get started. 13/10  https://t.co/cWYCqD9cVL,721,5079,80497,2021-01-14 20:29:12-03:00,Bishop,13,10,,flat_coated_retriever
1349044790571122688,This is Wallace and Charlie. They met today in puppy class. Both were nervous about making friends but not anymore. 13/10 for each  https://t.co/FiapIl971k,753,10431,138748,2021-01-12 20:25:16-03:00,Charlie,13,10,,Samoyed
1348781777175736320,This is Henley. Her lucky hat keeps shrinking. It used to fit so well. If anybody knows what could be causing this please let her know. 13/10  https://t.co/fWeTKZgxFo,454,7483,105772,2021-01-12 03:00:09-03:00,Henley,13,10,,Siberian_husky
1348434528725975040,"This is Millie. She was rescued a few months back, and I think it’s safe to say she’s grateful for her new home. 14/10 (IG: cobaltandfaun)  https://t.co/6yhWf8QkPH",682,6556,110568,2021-01-11 04:00:19-03:00,Millie,14,10,,
1347619405027397634,"This is Ginsburg. One night a few weeks ago she collapsed in pain. A herniated disc had paralyzed her back legs. She still has no feeling after spinal surgery, but as you can see, she hasn’t given up. You can help Ginsy continue her recovery below. 13/10   https://t.co/lwgd6GG81a  https://t.co/SHPSr1mxNZ",229,2369,29306,2021-01-08 22:01:18-03:00,Ginsburg,13,10,,golden_retriever
1346622713490677765,We only rate dogs. Please don’t send in slightly moistened Lawn Pandas. Thank you... 13/10  https://t.co/sH7s6Ng3Km,652,6545,119184,2021-01-06 04:00:48-03:00,Lawn Pandas,13,10,,Border_collie
1346139943928647681,This is Ace. He attempted stairs today. Did very well but still feels like there’s room for improvement. 13/10 (IG: ace__adventures)  https://t.co/EJiqociv7d,1411,16072,173386,2021-01-04 20:02:27-03:00,Ace,13,10,,
1344816804716187648,"This is Albus. He’s only been around for a little bit of 2020, but you... you made it through the whole h*ckin thing. 12/10 please high five him  https://t.co/28OJfixTLC",728,7687,114902,2021-01-01 04:24:46-03:00,Albus,12,10,,golden_retriever
1343718128744689664,"This is Savage. Whenever his legs are struggling in the snow, he simply activates his ears. 14/10  https://t.co/T8lQDH5JtO",1549,22191,178345,2020-12-29 03:39:01-03:00,Savage,14,10,,
1341520979525169153,This is Hank. He was one of our favorite replies to the festive thread yesterday. Claims he tied the tie himself. Even met some friends. 12/10 @Trupanion #partner  https://t.co/o0xFqMZIXZ,483,3991,76891,2020-12-23 02:08:20-03:00,Hank,12,10,,Labrador_retriever
1341432878333190144,"This is Buffy. She surprised me when I dropped off the check at @bestfriends yesterday. In total, you all helped us raise over $100,000 by sharing your festive pups. 14/10 for all of you. Thanks again to @Trupanion for making this pawsible  https://t.co/Ta59oXH6aY",198,1356,33962,2020-12-22 20:18:15-03:00,Buffy,14,10,,French_bulldog
1340824381346365441,We only rate dogs. We do not rate reindeer. It doesn’t matter if they stick their tongue out or not. Dogs only. Thank you... 12/10  https://t.co/IKhGs4KhTi,988,18128,222720,2020-12-21 04:00:18-03:00,,12,10,,golden_retriever
1340387199284436992,This is Peety. He likes to visit this rainbow bench on his weekend walks. Today there was also a rainbow on his way home. 13/10 a manifesting king #SeniorPupSaturday  https://t.co/V5ZlF0hpW0,337,5703,87084,2020-12-19 23:03:06-03:00,Peety,13,10,,golden_retriever
1339343288000684033,This is Cake. He’s an ice skating legend. Saw this branch back there and couldn’t just leave it. 14/10 appreciates you waiting for him  https://t.co/kOy6s6nR9S,1149,20439,168335,2020-12-17 01:54:58-03:00,Cake,14,10,,
1339246658282868737,"This is Brewski. He’s a professional picnic planner and the new face of @budweiserusa’s holiday can. 12/10 super h*ckin honored #partner   For a chance to have YOUR dog on the can, reply with a pic of them and use #Pupweiser  https://t.co/BfYoLO5IuJ",7196,1719,37062,2020-12-16 19:30:59-03:00,Brewski,12,10,,chinese_rural_dog
1338638247673483266,This is Happy. She found a really good stick. Wanted everybody to see it. 12/10 thank you for sharing Happy  https://t.co/rgDlBK2hs0,832,10697,166325,2020-12-15 03:13:23-03:00,Happy,12,10,,Labrador_retriever
1337826274148945920,This is Sophie. She’s a certified hardwood floor traction tester. Not much traction here. 12/10 she’ll have to report it #SeniorPupSaturday  https://t.co/jh6zzqNkDO,263,3314,64266,2020-12-12 21:26:54-03:00,Sophie,12,10,,
1337468848367230983,"This is Riley. He recently developed a little dip in his noggin. Further tests eventually revealed lymphatic cancer. He’s now hospitalized awaiting treatment, and missing his younger brother Gunner. You can help Riley come home by clicking below. 13/10   https://t.co/7yYgVkW317  https://t.co/1qyZ1IZacc",179,2254,30345,2020-12-11 21:46:37-03:00,Riley,13,10,,golden_retriever
1336839525964816384,"This is Julio. He did not steal a sock. And if he did, it was an accident. 13/10 I believe him (IG: hello_julio)  https://t.co/PTwvkfYF0o",1101,7936,117123,2020-12-10 04:05:54-03:00,Julio,13,10,,
1336484775918374914,"This is Boo Bear. He’s not sure what you’re staring at, but he’s glad it’s making you smile. 13/10 would give him anything he wants forever  https://t.co/K26Ri1Zcd8",512,5512,93802,2020-12-09 04:36:15-03:00,Boo Bear,13,10,,toy_poodle
1336125680707280896,This is Grizzly. He’s patiently waiting on his noggin pats. Been a real good boy lately so he knows they’re coming. 13/10  https://t.co/w6XtMhoqdE,430,5483,91524,2020-12-08 04:49:20-03:00,Grizzly,13,10,,Samoyed
1334906042010935297,"This is Wings of Rescue. They fly dogs from overcrowded shelters and disaster areas to shelters with space where they’ll be adopted. You can help them continue their amazing work below. 14/10  our sponsor @TitosVodka will match up to $20,000 in donations!  https://t.co/07TXxTLKkp  https://t.co/j6TsQeWSqr",258,3236,20597,2020-12-04 20:02:56-03:00,,14,10,,
1334663758396805123,This is Clyde. He’s a deaf blue merle cattle dog from Louisiana. We’re going to tell his story tomorrow as part of a very special Friday fundraiser. 14/10 stay tuned ❤️  https://t.co/TUUuhsN9xj,346,1603,39669,2020-12-04 04:00:11-03:00,Clyde,14,10,,teddy
1334546844404207616,This is Monty. He’s getting his passpawt photo taken but won’t stop making silly faces. Going to be here all day. Still 13/10  https://t.co/Ut10Q7UY9j,1476,14714,160469,2020-12-03 20:15:37-03:00,Monty,13,10,,English_springer
1333946586636849152,"This is Nellie. She couldn’t choose between yellow or pink, so she went with both. 13/10 phenomenal decision  https://t.co/BM0v6ki6Vo",1879,28114,240752,2020-12-02 04:30:24-03:00,Nellie,13,10,,cocker_spaniel
1333578300619296768,This is Tucker. He likes to run around collecting all the snowflakes before they hit the ground. 12/10 hasn’t missed one yet  https://t.co/Z9Fg6msZeB,335,6429,116947,2020-12-01 04:06:58-03:00,Tucker,12,10,,English_springer
1333485024264425472,"This is Sully. He has cerebellar hypoplasia. There’s no pain associated, it’s just a little harder for him to keep his balance. 14/10 would prance with  https://t.co/a523kV1fPr",867,6130,86127,2020-11-30 21:56:19-03:00,Sully,14,10,,
1332764426294988803,"This is Dixie. She’s half german shepherd and half bloodhound, resulting in the greatest ears we have ever seen. 14/10 #SeniorPupSaturday  https://t.co/uP2BGK3XMi",1201,6902,106644,2020-11-28 22:12:55-03:00,Dixie,14,10,,German_shepherd
1331402322321162240,This is Karl. He’s been working on his bark. Turns out it’s way too powerful. 12/10  https://t.co/wwsrXGXNKQ,1422,25182,189344,2020-11-25 04:00:24-03:00,Karl,12,10,,
1331284551658655747,This is JoJo. Her Halloween costume got lost in the mail. Didn’t arrive until today. Hopes you don’t mind celebrating again. 13/10  https://t.co/yhPJrLaD71,654,7822,120152,2020-11-24 20:12:25-03:00,Hope,13,10,,Cane_Carso
1331007410882842624,It’s an honor to introduce you to the dogs of The Pack. You can watch all their adventures right now on @PrimeVideo #ad. 14/10 for all  https://t.co/pbsKmPaDh2,94,357,7415,2020-11-24 01:51:10-03:00,,14,10,,
1330927442798678016,This is Milo. He’s not going to let a little rain stop him from having fun with his friends at the park. 13/10  https://t.co/kGw25XeldO,411,4962,87090,2020-11-23 20:33:24-03:00,Milo,13,10,,Bernese_mountain_dog
1329842156748500992,"This is Samarra. She was recently rescued, but contracted Parvo during transportation to her new home. She’s making progress, but the vet bills are piling up after nearly 12 days in the hospital. You can help her keep fighting by clicking below. 13/10   https://t.co/5Rkxm1GCfM  https://t.co/SaDW5QkH0S",140,2783,31166,2020-11-20 20:40:52-03:00,Sam,13,10,,Great_Pyrenees
1329600918023593984,"This is Benny. He’s just checking in on you. Hopes you’re doing okay, but is here for you if not. 12/10 thank you Benny  https://t.co/sU4PaTQSom",894,10281,144421,2020-11-20 04:42:16-03:00,Benny,12,10,,Weimaraner
1329239629757882370,This is Khan. He’s the sneakiest shoe stealer on the planet. Has never ever been caught... until now. 14/10 (IG: khantheweenie)  https://t.co/qyAQzDWuju,1716,18296,145370,2020-11-19 04:46:38-03:00,Khan,14,10,,
1328865102724956160,This is Teddy. You were supposed to leave some dirty plates for him to lick. How could you forget. 12/10 very pupset with you  https://t.co/Chhow31cic,548,7885,119386,2020-11-18 03:58:24-03:00,Teddy,12,10,,Labrador_retriever
1328745061522100224,This is Rivers. He’s the dandelion inspector. Takes his job very seriously. 13/10 did not like this one  https://t.co/kQedHWyWlN,208,5526,78209,2020-11-17 20:01:24-03:00,Rivers,13,10,,Italian_greyhound
1328413156255825920,This is Poppy. She thinks the new creature in her house is very frightening. Please remove it. Thank you. 13/10  https://t.co/5ogX2UEDDl,1433,8003,107436,2020-11-16 22:02:31-03:00,Poppy,13,10,,
1327302822338195456,"This is Milo. He decided to jump out the window of a moving car. He admits it probably wasn’t his best idea. He broke his femur and already had the surgery to fix it, but he needs ongoing rehab to fully recover. You can help Milo by clicking below. 13/10   https://t.co/9p1fbt8MpQ  https://t.co/NWlTWYYoHV",222,1809,25874,2020-11-13 20:30:27-03:00,Milo,13,10,,Labrador_retriever
1326948925190836225,This is Cleo. She gets made fun of for the way she sits. Tries not to let it get to her but it does. 14/10 don’t listen to them Cleo you’re perfect  https://t.co/o4CIuWmllq,4421,18060,235168,2020-11-12 21:04:11-03:00,Cleo,14,10,,collie
1326326895131172864,"This is Julie. She’s the only thing keeping the tower from falling. Not sure why it’s her responsibility, but she doesn’t mind. 14/10  https://t.co/JgKX0PLXP5",570,18948,179432,2020-11-11 03:52:28-03:00,Julie,14,10,,golden_retriever
1325974546894217218,This is Ziggy. It’s his turn to drive the boat. He is the captain now. 13/10 no takebacks  https://t.co/Swz8eM0tfm,648,11381,134120,2020-11-10 04:32:22-03:00,Ziggy,13,10,,Cardigan
1325135859146924040,"This is Major and Champ. They are the dogs of @JoeBiden and @DrBiden. Champ has already been to the White House, but Major hasn’t yet. Champ can’t wait to show him around. Both 14/10 would be an honor to pet  https://t.co/Zwqmx7X6FB",1592,36915,184349,2020-11-07 20:59:43-03:00,Bo,14,10,,Black_sable
1322583236816482305,We only rate dogs. This is a Wilderness Explorer. Wondering if you’ve seen any elderly he can assist. Please only send dogs but 14/10 because the wilderness must be explored  https://t.co/smK8jOQ1GW,603,10560,121277,2020-10-31 19:56:30-03:00,,14,10,,Cane_Carso
